age,workclass,fnlwgt,education.num,marital.status,sex,capital.gain,capital.loss,hours.per.week,income,Race_Amer-Indian-Eskimo,Race_Asian-Pac-Islander,Race_Black,Race_Other,Race_White,occupation_Adm-clerical,occupation_Craft-repair,occupation_Exec-managerial,occupation_Other-service,occupation_Prof-specialty,occupation_Sales
57,7,51016,9,2,1,0,0,60,1,0,0,0,0,1,0,0,1,0,0,0
57,2,132717,13,2,1,0,0,45,0,0,0,0,0,1,0,0,1,0,0,0
46,6,186078,10,0,0,0,0,45,0,0,0,0,0,1,0,0,0,1,0,0
37,7,196123,14,2,1,0,0,70,1,0,0,0,0,1,0,0,1,0,0,0
43,7,304906,13,2,1,0,0,45,1,0,0,0,0,1,0,0,0,0,0,1
26,6,41521,9,0,0,0,0,35,0,0,0,0,0,1,0,0,0,1,0,0
40,6,346847,11,-1,0,0,0,40,0,0,0,0,0,1,0,0,0,0,1,0
39,5,107233,9,0,1,0,0,40,0,1,0,0,0,0,0,1,0,0,0,0
39,6,150125,12,-2,0,0,0,40,0,0,0,1,0,0,0,0,0,1,0,0
31,6,400535,10,2,1,0,0,40,0,0,0,0,0,1,1,0,0,0,0,0
31,6,409622,13,2,1,0,0,36,0,0,0,0,1,0,0,0,0,1,0,0
27,6,136448,13,0,0,0,0,40,0,0,0,1,0,0,1,0,0,0,0,0
36,5,202950,13,2,1,0,0,50,0,0,0,0,0,1,0,0,1,0,0,0
57,6,237691,9,2,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
24,6,170277,9,0,0,0,0,35,0,0,0,0,0,1,0,0,0,1,0,0
30,6,160784,10,0,1,0,0,45,0,0,0,0,0,1,0,0,0,0,0,1
28,6,33798,8,0,1,0,0,50,0,0,0,0,0,1,0,0,0,1,0,0
22,6,197838,13,0,1,0,0,40,0,0,0,0,0,1,0,0,1,0,0,0
31,6,223212,4,0,1,0,0,50,0,0,0,0,0,1,0,0,0,1,0,0
33,6,125762,9,2,1,0,0,44,1,0,0,0,0,1,0,0,0,0,0,1
20,6,283969,10,0,1,0,0,15,0,0,0,0,0,1,0,0,0,1,0,0
25,6,374163,8,2,1,0,0,60,0,0,0,0,1,0,0,0,0,1,0,0
49,3,118567,10,2,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
21,6,147655,9,0,0,0,0,35,0,0,0,0,0,1,0,0,0,1,0,0
45,6,82797,13,2,1,0,0,45,1,0,0,0,0,1,0,0,1,0,0,0
36,2,142573,9,2,1,0,0,45,1,0,0,0,0,1,0,0,1,0,0,0
41,6,235167,3,1,0,0,0,32,0,0,0,0,0,1,0,0,0,1,0,0
47,6,28035,13,2,1,0,0,50,1,0,0,0,0,1,0,0,1,0,0,0
41,6,247082,9,-2,1,0,0,50,0,0,0,0,0,1,0,0,1,0,0,0
30,6,123397,9,0,0,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
29,2,133327,10,0,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
31,6,102270,4,-2,0,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
64,0,45817,5,2,1,0,0,50,0,0,0,0,0,1,0,0,0,1,0,0
55,6,240988,5,2,1,0,0,40,0,0,1,0,0,0,0,0,0,1,0,0
19,6,386378,9,0,1,0,0,35,0,0,0,0,0,1,0,0,0,1,0,0
31,3,350651,8,2,0,0,0,40,1,0,0,0,0,1,0,0,0,1,0,0
18,3,76142,7,0,1,0,0,8,0,0,0,0,0,1,0,0,0,1,0,0
68,6,73773,9,-3,0,0,0,24,0,0,0,0,0,1,0,0,0,0,0,1
50,0,281504,10,2,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
36,2,293358,10,0,0,0,0,48,0,0,0,1,0,0,0,0,1,0,0,0
44,6,146906,15,2,1,0,0,50,1,0,0,0,0,1,0,0,0,0,1,0
58,5,331474,9,2,0,0,0,20,1,0,0,0,0,1,1,0,0,0,0,0
20,6,213719,9,0,0,0,0,20,0,0,0,1,0,0,0,0,0,0,0,1
18,6,101795,6,0,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
32,6,228265,9,0,0,0,0,30,0,0,0,0,0,1,0,0,0,1,0,0
49,5,130206,9,-2,0,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
34,6,324254,9,2,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
22,6,223019,9,0,0,0,0,40,0,0,0,0,0,1,1,0,0,0,0,0
40,6,189666,9,2,1,0,0,45,0,0,0,0,0,1,0,0,0,1,0,0
35,6,139086,9,2,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
26,6,359327,10,2,1,0,0,50,0,0,0,0,0,1,0,0,0,0,0,1
44,5,75065,8,2,1,0,0,60,0,0,1,0,0,0,0,0,1,0,0,0
55,6,139843,9,-2,0,0,0,60,0,0,0,0,0,1,0,0,1,0,0,0
54,6,346014,10,2,0,0,0,40,0,0,0,0,0,1,0,1,0,0,0,0
52,6,31460,9,-2,1,0,0,38,0,0,0,0,0,1,0,0,0,1,0,0
57,7,33725,13,2,1,0,0,50,1,0,0,0,0,1,0,1,0,0,0,0
67,0,63552,4,-3,0,0,0,35,0,0,0,0,0,1,0,0,0,1,0,0
58,3,300623,9,-2,0,0,0,40,0,0,0,0,0,1,1,0,0,0,0,0
27,2,177072,10,0,1,0,0,16,0,0,0,0,0,1,0,0,0,0,1,0
66,0,37331,9,2,1,0,0,15,0,0,0,0,0,1,0,0,0,1,0,0
41,6,167725,10,-2,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
18,6,131180,7,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,1,0
50,6,275181,3,-2,1,0,0,37,0,0,0,0,0,1,0,0,0,1,0,0
31,6,398988,10,0,1,0,0,40,0,0,0,0,0,1,0,0,1,0,0,0
32,6,222654,6,-2,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
37,5,111129,10,2,1,0,0,45,0,0,0,0,0,1,0,1,0,0,0,0
26,5,137795,13,2,1,0,0,20,0,0,0,0,0,1,0,0,1,0,0,0
33,2,242150,11,2,1,0,0,50,0,0,0,0,0,1,0,0,0,1,0,0
35,3,237873,9,0,0,0,0,40,0,0,0,1,0,0,0,0,0,1,0,0
44,6,367749,13,0,0,0,0,45,0,0,0,0,0,1,0,0,0,0,1,0
26,6,206600,13,0,1,0,0,40,0,0,0,0,0,1,0,1,0,0,0,0
48,4,247043,9,-2,1,0,0,40,0,0,0,0,0,1,1,0,0,0,0,0
40,6,187702,13,0,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
62,6,41718,6,2,1,0,0,35,0,0,0,0,0,1,0,0,0,0,0,1
37,6,151835,15,2,1,0,0,45,1,0,0,0,0,1,0,0,0,0,0,1
18,6,118938,7,0,1,0,0,18,0,0,0,0,0,1,0,0,0,0,0,1
48,6,224870,9,-2,0,0,0,38,0,0,0,0,1,0,0,0,0,1,0,0
45,6,178341,14,2,1,0,0,50,0,0,0,0,0,1,0,0,0,0,1,0
35,6,61343,10,2,1,0,0,45,0,0,0,0,0,1,0,0,0,0,0,1
35,6,36989,9,-2,1,0,0,40,0,0,0,0,0,1,0,1,0,0,0,0
34,5,226296,9,2,1,0,0,51,0,0,0,0,0,1,0,0,0,0,1,0
29,6,186624,9,2,0,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
19,6,172582,10,0,1,0,0,30,0,0,0,0,0,1,0,0,0,0,0,1
53,3,227392,10,2,1,0,0,60,0,0,0,0,0,1,0,0,0,1,0,0
49,6,187563,10,-2,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
71,6,137499,9,-3,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0,1
38,6,239397,4,2,1,0,0,36,0,0,0,0,0,1,0,1,0,0,0,0
39,2,327164,14,2,1,0,0,45,0,0,0,0,0,1,0,0,1,0,0,0
23,6,140798,13,0,0,0,0,40,0,0,0,0,0,1,1,0,0,0,0,0
29,7,187450,13,2,1,0,0,50,1,0,0,0,0,1,0,0,0,0,0,1
52,6,194580,3,-2,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
41,6,372682,10,2,0,0,0,40,1,0,0,0,0,1,1,0,0,0,0,0
20,6,235442,10,0,1,0,0,35,0,0,0,0,0,1,0,0,0,1,0,0
30,6,128065,10,2,1,0,0,45,0,0,0,0,0,1,0,0,0,1,0,0
56,6,91545,6,-2,0,0,0,36,0,0,0,1,0,0,1,0,0,0,0,0
26,6,154604,9,-2,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,1
36,4,192150,9,-2,0,0,0,40,0,0,0,0,0,1,1,0,0,0,0,0
26,2,216522,13,0,0,0,0,42,0,0,0,1,0,0,0,0,0,0,1,0
24,6,206861,13,0,1,0,0,40,0,0,0,0,0,1,1,0,0,0,0,0
41,6,97632,10,-2,0,0,0,32,0,0,1,0,0,0,0,0,0,0,0,1
27,6,189530,10,0,1,0,0,35,0,0,0,0,0,1,0,0,0,0,0,1
57,7,368797,9,2,1,0,0,40,0,0,0,0,0,1,0,0,1,0,0,0
21,3,41183,10,0,0,0,0,20,0,0,0,0,0,1,0,0,0,0,1,0
50,6,191062,9,2,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
27,6,132963,9,2,1,0,0,40,0,0,0,1,0,0,0,0,0,1,0,0
58,6,153551,13,0,0,0,0,60,0,0,0,0,0,1,0,0,0,0,1,0
27,5,66473,13,2,1,0,0,50,0,0,0,0,0,1,0,0,1,0,0,0
36,6,240323,9,-1,0,0,0,17,0,0,0,1,0,0,0,0,0,0,0,1
33,7,128016,9,-3,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,1
19,6,29526,10,0,0,0,0,18,0,0,0,0,0,1,0,0,0,1,0,0
26,6,342953,9,-1,0,0,0,40,0,0,0,1,0,0,1,0,0,0,0,0
37,6,215476,9,0,0,0,0,30,0,0,0,1,0,0,0,0,0,1,0,0
53,6,231919,9,2,1,0,0,45,0,0,0,0,0,1,0,0,0,1,0,0
32,6,52537,10,0,1,0,0,38,0,0,0,1,0,0,0,0,0,1,0,0
18,6,27920,7,0,0,0,0,25,0,0,0,0,0,1,0,0,1,0,0,0
53,6,153052,9,2,1,0,0,40,1,0,0,0,0,1,0,1,0,0,0,0
40,5,199303,13,2,1,0,0,40,0,0,0,0,0,1,0,0,0,0,1,0
50,6,233369,10,-2,0,0,0,40,0,0,0,0,0,1,0,0,0,0,1,0
60,6,238913,13,2,1,0,0,46,1,0,0,0,0,1,0,0,0,0,0,1
28,5,195607,9,2,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,1
37,6,138441,9,-2,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
25,6,67467,9,2,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
26,6,37202,13,0,0,0,0,45,0,0,0,0,0,1,0,0,0,0,1,0
47,6,140219,9,0,0,0,0,40,0,0,0,0,0,1,1,0,0,0,0,0
18,6,298860,8,0,1,0,0,20,0,0,0,0,0,1,0,0,0,1,0,0
22,6,51362,13,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0,1
36,6,199947,10,-2,0,0,0,30,0,0,0,0,0,1,0,0,0,1,0,0
59,5,32552,9,2,1,0,0,48,0,0,0,0,0,1,0,0,0,1,0,0
33,6,183845,9,2,0,0,0,38,0,0,0,0,0,1,0,0,0,1,0,0
33,6,181091,6,-2,1,0,0,35,0,0,0,0,0,1,0,1,0,0,0,0
53,7,135643,13,2,0,0,0,50,0,0,1,0,0,0,1,0,0,0,0,0
55,6,181220,9,2,1,0,0,50,0,0,0,0,0,1,0,0,1,0,0,0
56,6,133025,9,2,1,0,0,50,0,0,0,0,0,1,0,0,0,1,0,0
54,5,124865,10,-2,0,0,0,35,0,0,0,0,0,1,0,0,0,0,0,1
51,6,45599,9,-2,1,0,0,40,0,0,0,0,0,1,0,0,0,0,1,0
43,6,102180,14,2,1,0,0,50,1,0,0,0,0,1,0,0,1,0,0,0
44,6,121130,9,-2,0,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
22,6,138768,10,0,1,0,0,50,0,0,0,0,0,1,0,0,1,0,0,0
43,3,98989,9,2,1,0,0,40,0,1,0,0,0,0,0,0,0,1,0,0
26,3,126327,12,0,0,0,0,40,0,0,0,1,0,0,1,0,0,0,0,0
30,6,113364,13,0,1,0,0,18,0,0,0,0,0,1,0,0,0,0,0,1
46,6,376789,9,0,1,0,0,15,0,0,0,0,0,1,0,0,0,1,0,0
27,6,137063,13,2,1,0,0,50,0,0,0,0,0,1,0,0,0,0,0,1
26,6,279145,9,2,1,0,0,50,0,0,0,0,0,1,0,1,0,0,0,0
25,5,245369,9,-1,1,0,0,35,0,0,0,0,0,1,0,1,0,0,0,0
30,4,49593,15,0,0,0,0,40,0,0,0,1,0,0,0,0,0,0,1,0
47,6,166181,10,2,0,0,0,48,1,0,0,1,0,0,1,0,0,0,0,0
43,6,156403,6,2,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
71,0,128529,9,-3,0,0,0,20,0,0,0,0,0,1,0,0,0,1,0,0
46,0,148489,9,1,1,0,0,40,0,0,1,0,0,0,0,0,0,1,0,0
44,2,387770,10,-3,0,0,0,15,0,0,0,0,0,1,1,0,0,0,0,0
42,6,115511,16,2,1,0,0,50,0,0,0,0,0,1,0,0,0,0,1,0
36,6,220585,12,2,1,0,0,50,1,0,0,0,0,1,0,0,1,0,0,0
37,6,280966,10,2,1,0,0,50,1,0,0,0,0,1,0,0,0,1,0,0
26,6,291586,13,0,1,0,0,20,0,0,0,0,0,1,0,0,0,1,0,0
24,6,142227,13,0,0,0,0,30,0,0,0,0,0,1,1,0,0,0,0,0
17,0,104025,7,0,1,0,0,18,0,0,0,0,0,1,0,0,0,1,0,0
45,2,148254,14,-2,0,0,0,35,0,0,0,0,0,1,0,0,0,0,1,0
54,6,170562,10,2,1,0,0,48,1,0,0,0,0,1,0,0,1,0,0,0
22,6,222490,10,0,0,0,0,30,0,0,0,0,0,1,0,0,0,0,0,1
63,2,57674,14,2,1,0,0,48,0,0,0,0,0,1,0,0,0,0,1,0
22,6,233624,9,2,1,0,0,43,0,0,0,0,0,1,0,1,0,0,0,0
27,6,42734,10,0,1,0,0,25,0,0,0,0,0,1,0,0,0,1,0,0
33,6,233107,5,2,1,0,0,33,0,0,0,0,0,1,0,1,0,0,0,0
64,6,143110,13,-3,0,0,0,30,0,0,0,0,0,1,0,0,0,0,1,0
50,6,195844,12,2,1,0,0,50,1,0,0,0,0,1,0,0,1,0,0,0
44,5,115896,11,-3,0,0,0,40,0,0,0,0,0,1,0,0,0,0,1,0
31,6,303851,9,2,1,0,0,50,0,0,0,0,0,1,0,0,0,1,0,0
44,6,172475,9,-2,0,0,0,40,0,0,1,0,0,0,1,0,0,0,0,0
53,5,30008,6,2,1,0,0,35,0,0,0,0,0,1,0,0,0,1,0,0
33,2,147921,9,-3,0,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
34,4,172716,8,2,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
27,6,155057,9,0,1,0,0,70,0,0,0,0,0,1,0,0,0,1,0,0
80,5,132728,9,0,1,0,0,20,0,0,0,0,0,1,0,0,1,0,0,0
31,6,195136,12,-2,0,0,0,32,0,0,0,0,0,1,0,0,0,1,0,0
40,6,377322,9,2,1,0,0,40,1,0,0,1,0,0,0,1,0,0,0,0
53,2,293941,13,2,1,0,0,40,0,0,0,0,0,1,0,0,0,0,1,0
58,6,182123,9,2,1,0,0,44,0,0,0,0,0,1,0,0,0,1,0,0
38,6,32528,10,2,1,0,0,40,1,0,0,0,0,1,0,0,1,0,0,0
33,6,140206,15,2,1,0,0,40,1,0,0,0,0,1,0,0,0,0,1,0
48,2,378221,13,2,1,0,0,60,1,0,0,0,0,1,0,0,1,0,0,0
23,6,211601,10,2,0,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0
31,5,119411,9,0,1,0,0,50,0,0,0,0,0,1,0,1,0,0,0,0
52,5,240013,14,2,1,0,0,70,0,0,0,0,0,1,0,0,0,0,0,1
24,6,95552,9,0,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
45,5,183710,5,2,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
36,6,189382,9,2,0,0,0,40,1,0,0,0,0,1,1,0,0,0,0,0
52,6,380633,3,-3,0,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
54,6,53407,9,2,1,0,0,40,0,0,0,0,0,1,0,1,0,0,0,0
39,6,150480,15,2,1,0,0,55,1,0,0,0,0,1,0,0,0,0,1,0
40,6,175674,13,2,1,0,0,50,1,0,0,0,0,1,0,0,0,0,0,1
28,6,375313,9,0,1,0,0,50,0,0,1,0,0,0,0,0,0,1,0,0
21,0,278391,10,0,1,0,0,16,0,0,0,0,0,1,0,0,0,1,0,0
23,6,212888,10,0,0,0,0,40,0,0,0,0,0,1,1,0,0,0,0,0
36,7,487085,4,0,1,0,0,40,0,0,0,1,0,0,0,1,0,0,0,0
22,6,174461,10,0,0,0,0,15,0,0,0,0,0,1,1,0,0,0,0,0
55,2,133201,14,2,1,0,0,50,0,0,0,0,0,1,0,0,1,0,0,0
71,6,77253,9,0,1,0,0,17,0,0,0,0,0,1,0,0,0,1,0,0
47,6,141511,16,2,1,0,0,60,1,0,0,0,0,1,0,0,0,0,1,0
17,7,181608,6,0,1,0,0,12,0,0,0,0,0,1,0,0,0,0,0,1
31,6,127610,13,2,0,0,0,50,1,0,0,0,0,1,0,0,1,0,0,0
32,6,154571,10,0,1,0,0,40,0,0,1,0,0,0,0,0,0,1,0,0
27,6,150080,13,0,0,0,0,40,0,0,0,0,0,1,0,0,1,0,0,0
40,6,151294,9,-2,0,0,0,48,0,0,0,0,0,1,0,0,0,1,0,0
17,6,193769,5,0,1,0,0,20,0,0,0,0,0,1,0,0,0,1,0,0
33,6,277455,14,0,1,0,0,40,0,0,0,0,0,1,0,0,0,0,1,0
72,6,225780,16,0,1,0,0,30,0,0,0,0,0,1,0,0,0,0,1,0
34,4,436341,10,3,0,0,0,40,1,0,0,0,0,1,1,0,0,0,0,0
65,6,255386,9,0,1,0,0,40,0,0,1,0,0,0,0,1,0,0,0,0
32,6,174789,9,0,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
26,6,245628,10,0,1,0,0,40,0,0,0,0,0,1,1,0,0,0,0,0
22,6,228752,9,0,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
31,6,192900,10,0,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
28,5,190391,13,0,1,0,0,50,0,0,0,0,0,1,0,0,0,0,0,1
38,6,353263,14,0,0,0,0,50,1,0,0,0,0,1,1,0,0,0,0,0
34,6,113198,12,2,1,0,0,28,0,0,0,0,0,1,1,0,0,0,0,0
44,6,207578,13,2,1,0,0,35,1,0,0,0,0,1,0,0,0,0,1,0
27,6,93206,10,0,1,0,0,40,0,0,1,0,0,0,0,0,0,1,0,0
50,2,163998,13,2,1,0,0,44,1,0,0,0,0,1,0,0,0,1,0,0
47,6,111961,9,2,0,0,0,30,0,0,0,1,0,0,0,0,0,1,0,0
20,6,219122,10,0,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
24,6,111445,9,0,1,0,0,38,0,0,0,0,0,1,0,0,0,0,0,1
29,4,309778,10,2,1,0,0,40,1,0,0,0,0,1,0,0,0,1,0,0
37,2,223020,11,0,0,0,0,32,0,0,0,1,0,0,0,0,0,1,0,0
42,6,303155,12,-2,1,0,0,40,0,0,0,0,0,1,1,0,0,0,0,0
20,0,41035,10,0,1,0,0,20,0,0,0,0,0,1,0,0,0,1,0,0
68,6,159191,10,0,0,0,0,40,0,0,0,0,0,1,1,0,0,0,0,0
22,2,244408,10,0,0,0,0,40,0,0,1,0,0,0,1,0,0,0,0,0
72,5,473748,9,2,1,0,0,30,0,0,0,0,0,1,0,0,0,0,0,1
45,4,71823,10,2,1,0,0,20,0,0,0,1,0,0,1,0,0,0,0,0
30,2,83066,9,2,1,0,0,40,0,0,0,1,0,0,0,0,0,1,0,0
33,6,150154,9,2,1,0,0,40,0,0,0,0,0,1,0,1,0,0,0,0
43,6,190786,9,2,1,0,0,40,1,0,0,0,0,1,0,0,0,1,0,0
25,5,159909,11,2,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
41,6,190885,9,-2,0,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
25,6,243786,13,0,0,0,0,37,0,0,0,0,0,1,0,0,0,1,0,0
31,3,124020,12,2,1,0,0,40,1,0,0,0,0,1,0,0,0,1,0,0
36,6,159016,9,2,1,0,0,38,0,0,0,0,0,1,0,0,0,1,0,0
37,6,183800,13,2,1,0,0,40,1,0,0,0,0,1,0,0,1,0,0,0
58,5,193434,9,2,1,0,0,20,0,0,0,0,0,1,0,1,0,0,0,0
26,6,245029,13,0,0,0,0,40,0,0,0,1,0,0,1,0,0,0,0,0
55,6,98746,10,2,1,0,0,50,1,0,0,0,0,1,0,0,0,1,0,0
46,4,140664,10,2,1,0,0,48,1,0,0,0,0,1,0,0,1,0,0,0
44,6,169980,7,2,1,0,0,60,0,0,0,1,0,0,0,0,0,1,0,0
28,3,155397,13,0,1,0,0,55,0,0,0,0,0,1,0,0,1,0,0,0
42,6,245317,6,2,1,0,0,50,0,0,0,0,0,1,0,0,0,1,0,0
41,6,74182,9,-2,1,0,0,40,0,0,0,0,0,1,0,1,0,0,0,0
39,6,280570,13,2,1,0,0,45,0,0,0,0,0,1,0,0,1,0,0,0
64,5,30664,11,2,1,0,0,30,0,0,0,0,0,1,0,0,0,1,0,0
20,6,109952,10,0,1,0,0,25,0,0,0,0,0,1,0,0,0,1,0,0
45,2,192793,10,2,1,0,0,40,1,0,0,0,0,1,0,0,0,1,0,0
31,6,243442,9,2,1,0,0,50,0,0,0,0,0,1,1,0,0,0,0,0
36,4,106297,14,2,1,0,0,40,1,0,0,0,0,1,0,0,1,0,0,0
32,6,328060,5,-1,0,0,0,40,0,0,0,0,1,0,0,0,0,1,0,0
33,5,48702,11,2,1,0,0,65,0,0,0,0,0,1,0,0,0,1,0,0
36,6,484024,9,-2,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
40,6,208470,9,0,1,0,0,40,0,0,0,0,0,1,0,1,0,0,0,0
40,6,29927,9,-2,0,0,0,45,0,0,0,0,0,1,1,0,0,0,0,0
46,6,98012,11,-2,0,0,0,40,0,0,0,0,0,1,1,0,0,0,0,0
31,5,108468,15,2,1,0,0,60,1,0,0,0,0,1,0,0,0,0,1,0
26,6,168403,9,2,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
25,6,66935,13,0,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
35,5,42044,12,2,1,0,0,40,0,0,0,0,0,1,0,1,0,0,0,0
29,6,184806,15,0,1,0,0,50,0,0,0,0,0,1,0,0,0,0,1,0
39,6,1455435,12,-1,1,0,0,40,0,0,0,0,0,1,0,1,0,0,0,0
44,5,445382,10,-2,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
37,6,278576,9,2,1,0,0,60,1,0,0,0,0,1,0,0,0,1,0,0
79,5,84979,11,2,1,0,0,20,1,0,0,0,0,1,0,0,0,0,0,1
36,6,659504,13,2,1,0,0,45,1,0,0,1,0,0,0,0,1,0,0,0
44,6,136986,10,2,1,0,0,60,1,0,0,0,0,1,0,1,0,0,0,0
27,6,96219,13,0,0,0,0,45,0,0,0,0,0,1,1,0,0,0,0,0
58,6,205410,9,2,1,0,0,40,0,0,0,0,0,1,0,1,0,0,0,0
36,6,416745,12,-2,1,0,0,48,0,0,0,0,0,1,0,0,1,0,0,0
21,6,72119,10,0,1,0,0,45,0,0,0,0,0,1,1,0,0,0,0,0
49,4,195949,9,2,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
34,6,101345,13,2,0,0,0,40,1,0,0,0,0,1,0,0,0,0,0,1
29,6,439263,9,2,1,0,0,35,0,0,0,0,0,1,0,0,0,1,0,0
63,6,213095,13,2,1,0,0,50,1,0,0,0,0,1,0,0,1,0,0,0
29,4,59932,13,0,0,0,0,40,0,0,0,0,0,1,0,0,0,0,1,0
65,6,172815,10,2,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
26,6,40915,13,0,0,0,0,25,0,0,0,0,0,1,0,0,0,1,0,0
42,6,139012,16,2,1,0,0,40,1,0,1,0,0,0,0,0,0,0,1,0
44,6,121781,10,-2,0,0,0,37,0,0,1,0,0,0,1,0,0,0,0,0
51,0,130667,9,-1,1,0,0,6,0,0,0,1,0,0,0,0,0,1,0,0
41,5,147110,9,2,1,0,0,25,0,0,0,0,0,1,0,0,0,1,0,0
22,2,237811,12,0,0,0,0,35,0,0,0,1,0,0,1,0,0,0,0,0
36,0,128640,10,2,0,0,0,25,0,0,0,0,0,1,0,0,0,1,0,0
18,6,111476,7,0,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
33,2,289716,6,2,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
46,2,141944,13,2,1,0,0,38,1,0,0,0,0,1,0,0,0,0,1,0
49,6,323773,7,2,0,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
41,3,176663,9,2,0,0,0,40,0,0,0,0,0,1,1,0,0,0,0,0
52,6,155233,10,-2,0,0,0,40,0,0,0,0,0,1,1,0,0,0,0,0
40,6,143327,10,-1,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
53,4,177212,10,0,0,0,0,40,0,0,0,0,0,1,0,0,0,0,1,0
45,5,123088,9,2,1,0,0,50,0,0,0,0,0,1,0,1,0,0,0,0
30,2,47085,6,2,1,0,0,40,0,0,0,0,0,1,0,1,0,0,0,0
56,6,102106,9,2,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
24,6,235894,9,2,1,0,0,40,0,0,0,0,0,1,0,1,0,0,0,0
71,5,172046,4,2,1,0,0,50,0,0,0,0,0,1,0,0,0,1,0,0
20,5,197207,9,-2,0,0,0,30,0,0,0,0,0,1,0,0,0,0,0,1
26,6,152452,13,2,1,0,0,50,0,0,0,0,0,1,0,0,0,1,0,0
34,6,172928,9,2,1,0,0,65,0,0,0,0,0,1,0,0,0,0,0,1
36,0,214896,5,-2,0,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
22,6,59924,9,0,0,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
51,6,95128,9,-2,1,0,0,40,0,0,0,0,0,1,0,1,0,0,0,0
46,6,292504,10,1,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,1
32,7,45796,9,2,1,0,0,45,0,0,0,0,0,1,0,0,1,0,0,0
52,3,104280,10,2,1,0,0,50,0,0,0,0,0,1,0,0,0,1,0,0
57,6,172291,9,-2,0,0,0,40,0,0,0,1,0,0,1,0,0,0,0,0
35,6,180988,10,-2,0,0,0,39,0,0,0,0,0,1,1,0,0,0,0,0
52,6,110748,14,2,1,0,0,50,1,0,0,0,0,1,0,0,0,0,1,0
59,0,556688,5,-2,0,0,0,12,0,0,0,0,0,1,0,0,0,1,0,0
36,6,22494,10,-2,0,0,0,40,0,0,0,0,0,1,0,0,1,0,0,0
33,6,267859,10,2,1,0,0,40,1,0,0,0,0,1,0,0,1,0,0,0
67,2,256821,9,-2,1,0,0,20,0,0,0,1,0,0,0,0,0,1,0,0
31,5,117346,10,2,1,0,0,48,0,0,0,0,0,1,0,0,0,0,0,1
31,6,62374,9,2,1,0,0,50,0,0,0,0,0,1,0,0,0,0,1,0
28,6,314659,10,0,1,0,0,42,0,0,0,0,0,1,0,0,0,1,0,0
72,0,114761,4,-3,0,0,0,20,0,0,0,0,0,1,0,0,0,1,0,0
